org,district,name,short_name,cfa_grp_name
CFA,14,Truganina,TRUG,Mount Cottrell
CFA,14,Wattle Glen,WATT,Nillumbik
CFA,14,Werribee,WBEE,Mount Cottrell
CFA,14,Whittlesea,WHIT,Whittlesea/D.Valley
CFA,14,Wollert & District,WOLL,Hume
CFA,14,Wyndham Vale,WYDV,Mount Cottrell
CFA,14,Yarrambat,YARR,Whittlesea/D.Valley
CFA,14,Mernda,MERN,Whittlesea/D.Valley
CFA,14,Wildwood,WILD,Hume
CFA,14,Hoppers Crossing,HOPP,Mount Cottrell
CFA,14,Craigieburn,CBRN,Hume
CFA,14,Bulla,BULL,Hume
CFA,14,Epping,EPPI,Hume
CFA,14,Greenvale,GREE,Hume
CFA,14,Plenty,PLEN,Whittlesea/D.Valley
CFA,15,Ascot & District,ASCO,Ballarat
CFA,15,Bacchus Marsh,BMSH,Pentland
CFA,15,Ballan,BALA,Ballan
CFA,15,Balliang & District,BALL,Pentland
CFA,15,Blackwood,BLAC,Ballan
CFA,15,Bungaree,BREE,Buninyong
CFA,15,Buninyong-Mt Helen,BUNI,Eureka
CFA,15,Burrumbeet,BURR,Ballarat
CFA,15,Campbelltown,CTWN,Birch
CFA,15,Cape Clear,CAPE,Grenville
CFA,15,Cardigan & Windermere,CWIN,Ballarat
CFA,15,Cardigan & Windermere,CWIN,Ballarat
CFA,15,Clunes,CLUN,Birch
CFA,15,Coimadai,COIM,Pentland
CFA,15,Creswick,CWIC,Birch
CFA,15,Daylesford,DAYL,Glenlyon
CFA,15,Ullina,ULLI,Birch
CFA,15,Elaine,ELAI,Buninyong
CFA,15,Franklinford,FFRD,Glenlyon
CFA,15,Glendaruel & Mt Beckworth,GMTB,Ballarat
CFA,15,Glenlyon,GLYN,Glenlyon
CFA,15,Glen Park,GLPK,Birch
CFA,15,Gordon,GORD,Ballan
CFA,15,Greendale,GRED,Ballan
CFA,15,Hardies Hill,HARD,Buninyong
CFA,15,Hepburn,HBRN,Glenlyon
CFA,15,Invermay,IMAY,Ballarat
CFA,15,Kingston,KSTN,Birch
CFA,15,Kooroocheang Werona,KONA,Birch
CFA,15,Learmonth-Addington,LEAR,Ballarat
CFA,15,Leonards Hill & District,LHIL,Glenlyon
CFA,15,Linton,LINT,Grenville
CFA,15,Mannibadar,MDAR,Grenville
CFA,15,Millbrook,MBOK,Ballan
CFA,15,Miners Rest,MRST,Ballarat
CFA,15,Mollongghip,MOLL,Birch
CFA,15,Morrisons & District,MORR,Ballan
CFA,15,Mt Buninyong,MTBU,Buninyong
CFA,15,Mt Egerton,MEGE,Ballan
CFA,15,Mt Wallace,MTWA,Ballan
CFA,15,Musk,MUSK,Glenlyon
CFA,15,Myrniong,MYRN,Pentland
CFA,15,Napoleons-Enfield,NAPO,Buninyong
CFA,15,Newlyn Dean,NEWL,Birch
CFA,15,Parwan,PARW,Pentland
CFA,15,Porcupine Ridge,PORC,Glenlyon
CFA,15,Rokewood Junction & Dist,ROJU,Grenville
CFA,15,Rowsley,ROWS,Pentland
CFA,15,Smeaton,SMET,Birch
CFA,15,Smythesdale,SMYT,Grenville
CFA,15,Trentham,TREN,Glenlyon
CFA,15,Wallace,WALA,Ballan
CFA,15,Wallinduc & District,WDUC,Grenville
CFA,15,Haddon,HADD,Grenville
CFA,15,Mt Warrenheip,MWAR,Buninyong
CFA,15,Wendouree,WENO,Eureka
CFA,15,Waubra,WBRA,Ballarat
CFA,15,Ballarat,BARA,Eureka
CFA,15,Sebastopol,SEBA,Eureka
CFA,15,Ballarat City,BRAT,Eureka
CFA,16,Amphitheatre,AMPH,Pyrenees
CFA,16,Ararat,ARAU,Ararat
CFA,16,Barkly & Frenchman's,BARK,Pyrenees
CFA,16,Beaufort,BEAF,Beaufort
CFA,16,Beazley's Bridge,BEAZ,St Arnaud
CFA,16,Bornes Hill,BORN,Westmere
CFA,16,Brewster,BREW,Beaufort
CFA,16,Buangor & Middle Creek,BMCK,Ararat
CFA,16,Burnbank,BUBK,Pyrenees
CFA,16,Carapooee,CARA,St Arnaud
CFA,16,Callawadda,CALL,Stawell
CFA,16,Carranballac,CLAC,Westmere
CFA,16,Chatsworth,CHAT,Westmere
CFA,16,Avoca,AVOU,Pyrenees
CFA,16,Coonooer Bridge,CBRG,St Arnaud
CFA,16,Cross Roads,CRRO,Beaufort
CFA,16,Crowlands,CROW,Pyrenees
CFA,16,Dadswells Bridge,DADS,Stawell
CFA,16,Dundonnell,DUND,Westmere
CFA,16,Elmhurst,ELMU,Pyrenees
CFA,16,Halls Gap,HGAP,Stawell
CFA,16,Glenorchy & Riachella,GLRI,Stawell
CFA,16,Gooroc,GROC,St Arnaud
CFA,16,Great Western,GRRN,Ararat
CFA,16,Gre Gre Village,GREG,St Arnaud
CFA,16,Joel Joel,JOEL,Stawell
CFA,16,Kooreh,KOOR,St Arnaud
CFA,16,Lake Bolac,LBOL,Westmere
CFA,16,Lake Goldsmith-Stockyard,LGLD,Beaufort
CFA,16,Landsborough,LAND,Pyrenees
CFA,16,Langi Kal Kal,LKKL,Beaufort
CFA,16,Langi Logan,LLOG,Ararat
CFA,16,Lexton,LEXT,Pyrenees
CFA,16,Marnoo,MARN,Stawell
CFA,16,Maroona,MARO,Westmere
CFA,16,Mininera,MINN,Westmere
CFA,16,Moyston,MOYS,Ararat
CFA,16,Navarre,NAVA,Pyrenees
CFA,16,Pomonal,POMO,Ararat
CFA,16,Raglan,RAGL,Beaufort
CFA,16,Redbank,REDB,Pyrenees
CFA,16,Rich Avon,RICH,St Arnaud
CFA,16,St Arnaud,STAR,St Arnaud
CFA,16,Skipton,SKIP,Beaufort
CFA,16,Slaty Creek,SLAT,St Arnaud
CFA,16,Snake Valley & District,SNAK,Beaufort
CFA,16,Stawell,SWEU,Stawell
CFA,16,Stoneleigh,SLEE,Westmere
CFA,16,Streatham,SHAM,Westmere
CFA,16,Stuart Mill,SMIL,St Arnaud
CFA,16,Tatyoon,TATY,Westmere
CFA,16,Traynor's Lagoon,TRAY,St Arnaud
CFA,16,Wallaloo East,WLOO,Stawell
CFA,16,Warrak,WRAK,Ararat
CFA,16,Warrenmang & District,WARD,Pyrenees
CFA,16,Westmere,WMER,Westmere
CFA,16,Narrapumelap South,NPUM,Westmere
CFA,16,Wickliffe,WICK,Westmere
CFA,16,Nerrin Nerrin,NENE,Westmere
CFA,16,Willaura,WURR,Westmere
CFA,16,Yalla Y Poora,YAPO,Westmere
CFA,16,Pura Pura,PURA,Westmere
CFA,16,Woorndoo,WNDO,Westmere
CFA,17,Apsley,APSL,Apsley
CFA,17,Areegra,AREE,Warracknabeal
CFA,17,Bangerang,BANG,Warracknabeal
CFA,17,Benayeo,BYEO,Apsley
CFA,17,Boolite,BLTE,Warracknabeal
CFA,17,Brim,BRIM,Warracknabeal
CFA,17,Brimpaen,BPEN,Grampians
CFA,17,Bringalbert South,BSTH,Apsley
CFA,17,Broughton,BROU,Lowan
CFA,17,Cannum,CNUM,Warracknabeal
CFA,17,Charam,CHAR,Edenhope
CFA,17,Clear Lake,CLLK,Jilpanger
CFA,17,Connewirricoo,CCOO,Jilpanger
CFA,17,Chetwynd,CHET,Jilpanger
CFA,17,Coromby,CMBY,Dunmunkle
CFA,17,Crymelon,CRYM,Warracknabeal
CFA,17,Dergholm,DERG,Apsley
CFA,17,Detpa & Lake Hindmarsh,DETP,Ebenezer
CFA,17,Diapur,DAIP,Lowan
CFA,17,Dimboola,DIMB,Ebenezer
CFA,17,Dinyarrak,DINY,Kaniva
CFA,17,Dooen,DOOE,Horsham
CFA,17,Douglas,DOUG,Jilpanger
CFA,17,Edenhope,EHPE,Edenhope
CFA,17,Gerang,GERA,Ebenezer
CFA,17,Goroke,GORO,Goroke
CFA,17,Green Lake,GLAK,Grampians
CFA,17,Gymbowen,GYNB,Goroke
CFA,17,Harrow,HROW,Jilpanger
CFA,17,Horsham,HORS,Horsham
CFA,17,Jeparit,JEPA,Ebenezer
CFA,17,Jung,JUNG,Horsham
CFA,17,Kadnook,KADN,Edenhope
CFA,17,Kaniva,KANI,Kaniva
CFA,17,Karnak,KARN,Goroke
CFA,17,Kellalac,KELL,Warracknabeal
CFA,17,Kenmare,KENM,Rainbow
CFA,17,Lah,LAHB,Warracknabeal
CFA,17,Laharum,LAHA,Grampians
CFA,17,Langkoop,LKOP,Apsley
CFA,17,Lawloit,LAWL,Kaniva
CFA,17,Leeor,LEEO,Kaniva
CFA,17,Lorquon,LORQ,Lowan
CFA,17,Lubeck,LUBE,Dunmunkle
CFA,17,Grass Flat,GFLT,Natimuk
CFA,17,Miga Lake,MIGA,Jilpanger
CFA,17,Mitre,MITR,Natimuk
CFA,17,Minimay,MINI,Goroke
CFA,17,Minyip,MINU,Dunmunkle
CFA,17,Murtoa,MTOU,Dunmunkle
CFA,17,Natimuk,NATI,Natimuk
CFA,17,Netherby,NEBY,Lowan
CFA,17,Neuarpurr,NEUA,Goroke
CFA,17,Nhill,NHIL,Lowan
CFA,17,Noradjuha,NORA,Natimuk
CFA,17,North Wimmera,NWIM,Warracknabeal
CFA,17,Patyah,PATY,Edenhope
CFA,17,Peronne,PERO,Goroke
CFA,17,Pigick,PIGI,Rainbow
CFA,17,Pimpinio,PIMP,Horsham
CFA,17,Poolaijelo,POOL,Apsley
CFA,17,Propodollah,PROP,Lowan
CFA,17,Rainbow,RAIU,Rainbow
CFA,17,Rupanyup,RUPR,Dunmunkle
CFA,17,Sandsmere,SMER,Kaniva
CFA,17,Sheep Hills,SHLS,Warracknabeal
CFA,17,South Lillimur,SLIL,Kaniva
CFA,17,Tarranyurk,TARR,Ebenezer
CFA,17,Telangatuk,TELA,Jilpanger
CFA,17,Telopea Downs,TELO,Kaniva
CFA,17,Toolondo,TLOD,Jilpanger
CFA,17,Ullswater,ULLS,Edenhope
CFA,17,Vectis,VECT,Horsham
CFA,17,Warracknabeal,WBEL,Warracknabeal
CFA,17,Werrap,WRAP,Rainbow
CFA,17,Wilkur South,WILK,Warracknabeal
CFA,17,Willenabrina,WRIN,Warracknabeal
CFA,17,Winiam & District,WINI,Lowan
CFA,17,Wonwondah,WDAH,Grampians
CFA,17,Woorak,WOOR,Lowan
CFA,17,Yanac,YANA,Lowan
CFA,17,Yearinga - Yarrock,YEYA,Kaniva
CFA,17,Antwerp,ANTW,Ebenezer
CFA,17,Ozenkadnook,OZEN,Goroke
CFA,18,Annuello,ANNU,Robinvale and District
CFA,18,Berriwillock,BLCK,Tyrrell
CFA,18,Beulah,BEUL,Southern Mallee
CFA,18,Beverford & District,BEVE,Mid Murray
CFA,18,Birchip,BIRC,Buloke West
CFA,18,Boundary Bend,BBND,Robinvale and District
CFA,18,Buckrabanyule,BYUL,Charlton
CFA,18,Carwarp,CWRP,Sunraysia
CFA,18,Charlton,CTON,Charlton
CFA,18,Chinkapook,CHIN,Robinvale and District
CFA,18,Cope Cope,COPE,Buloke West
CFA,18,Corack,CRCK,Buloke West
CFA,18,Corack East,CEST,Buloke West
CFA,18,Cowangie,COWA,Murrayville and Border
CFA,18,Culgoa,CULG,Tyrrell
CFA,18,Curyo,CURY,Buloke West
CFA,18,Donald,DONA,Buloke West
CFA,18,Dumosa,DUMO,Tyrrell
CFA,18,Glenloth East,GLET,Charlton
CFA,18,Goschen,GOSC,Mid Murray
CFA,18,Hopetoun,HOPU,Southern Mallee
CFA,18,Hopetoun West,HWES,Southern Mallee
CFA,18,Irymple,IRYM,Sunraysia
CFA,18,Jeffcott,JEFF,Buloke West
CFA,18,Kooloonong,KOOL,Robinvale and District
CFA,18,Lake Boga,LBOG,Mid Murray
CFA,18,Laen East,LAEN,Buloke West
CFA,18,Lascelles,LASC,Southern Mallee
CFA,18,Litchfield,LITC,Buloke West
CFA,18,Manangatang,MANA,Robinvale and District
CFA,18,Merbein,MERB,Sunraysia
CFA,18,Meringur & District,MERI,Sunraysia
CFA,18,Mildura,MILD,Sunraysia
CFA,18,Mittyack,MYAK,Ouyen and District
CFA,18,Murrayville,MUVU,Murrayville and Border
CFA,18,Nangiloc,NANG,Sunraysia
CFA,18,Narraport,NPRT,Tyrrell
CFA,18,Natya,NATY,Mid Murray
CFA,18,Nullawil,NWIL,Tyrrell
CFA,18,Nyah Nyah West,NWST,Mid Murray
CFA,18,Ouyen,OUYU,Ouyen and District
CFA,18,Patchewollock,PATC,Southern Mallee
CFA,18,Piangil,PIAN,Mid Murray
CFA,18,Reedy Dam,REED,Buloke West
CFA,18,Red Cliffs,REDC,Sunraysia
CFA,18,Robinvale,ROBI,Robinvale and District
CFA,18,Rosebery,RBRY,Southern Mallee
CFA,18,Sea Lake,SLKU,Tyrrell
CFA,18,Speed,SPED,Ouyen and District
CFA,18,Swan Hill,SWAU,Mid Murray
CFA,18,Teddywaddy,TEDY,Charlton
CFA,18,Tempy,TEMP,Ouyen and District
CFA,18,Turriff,TURR,Ouyen and District
CFA,18,Ultima,ULTI,Mid Murray
CFA,18,Underbool,UNBL,Ouyen and District
CFA,18,Waitchie,WAIT,Mid Murray
CFA,18,Walpeup,WAUP,Ouyen and District
CFA,18,Warmur,WARM,Buloke West
CFA,18,Watchem,WATC,Buloke West
CFA,18,Wemen,WEME,Robinvale and District
CFA,18,Watchupga,WAGU,Buloke West
CFA,18,Woomelang,WOOM,Southern Mallee
CFA,18,Woorinen South,WNEN,Mid Murray
CFA,18,Wooroonook,WNOK,Charlton
CFA,18,Wycheproof,WYCH,Tyrrell
CFA,18,Wycheproof South,WYSH,Tyrrell
CFA,18,Yaapeet,YAAP,Southern Mallee
CFA,18,Yeungroon,YRON,Charlton
CFA,18,Nandaly,NAND,Tyrrell
CFA,20,Appin South,APSH,Gannawarra
CFA,20,Bamawm Extension,BEXT,Northern Campaspe
CFA,20,Barraport-Gredgwin,BAGR,Terrick
CFA,20,Beauchamp,BEAU,Gannawarra
CFA,20,Berrimal,BERR,Wedderburn
CFA,20,Lockington,LTON,Northern Campaspe
CFA,20,Boort,BORT,Terrick
CFA,20,Bridgewater,BRIU,Loddon South
CFA,20,Rochester,ROER,Northern Campaspe
CFA,20,Campbells Forest,CFRT,Loddon South
CFA,20,Cohuna,COHU,Gannawarra
CFA,20,Colbinabbin,CBIN,Waranga
CFA,20,Corop,CORP,Waranga
CFA,20,Corop West,COWT,Waranga
CFA,20,Dingee-Tandarra,DING,Terrick
CFA,20,Echuca,ECHU,Deakin
CFA,20,Echuca Village,EVIL,Deakin
CFA,20,Fentons Creek,FENT,Wedderburn
CFA,20,Girgarre,GIRG,Deakin
CFA,20,Gunbower,GUNB,Northern Campaspe
CFA,20,Inglewood,INGL,Loddon South
CFA,20,Jarklin,JARK,Terrick
CFA,20,Kerang,KERA,Gannawarra
CFA,20,Koondrook,KORK,Gannawarra
CFA,20,Korong Vale,KVAL,Wedderburn
CFA,20,Kotta,KOTT,Northern Campaspe
CFA,20,Kyabram,KYAB,Deakin
CFA,20,Lake Charm,LCHR,Gannawarra
CFA,20,Lalbert,LALB,Gannawarra
CFA,20,Leitchville,LVIL,Gannawarra
CFA,20,Loddon Vale,LODD,Terrick
CFA,20,Macorna,MACO,Gannawarra
CFA,20,Meering West,MWST,Gannawarra
CFA,20,Mitiamo,MITI,Terrick
CFA,20,Murrabit,MURR,Gannawarra
CFA,20,Murphy's Creek,MCRK,Loddon South
CFA,20,Mysia,MYSI,Wedderburn
CFA,20,Newbridge,NBRG,Loddon South
CFA,20,Pine Grove,PINE,Northern Campaspe
CFA,20,Powlett-Salisbury,POWL,Loddon South
CFA,20,Pyramid Hill,PYRU,Terrick
CFA,20,Quambatook,QUAM,Gannawarra
CFA,20,Rheola,RHEO,Loddon South
CFA,20,Rushworth,RUSH,Waranga
CFA,20,Sandhill Lake & District,SHIL,Gannawarra
CFA,20,Serpentine,SERP,Terrick
CFA,20,Stanhope,STPE,Waranga
CFA,20,Tarnagulla,TARN,Loddon South
CFA,20,Tennyson,TENN,Northern Campaspe
CFA,20,Timmering,TIMM,Deakin
CFA,20,Tongala,TGAL,Deakin
CFA,20,Toolleen,TLEN,Waranga
CFA,20,Torrumbarry,TBRY,Northern Campaspe
CFA,20,Wedderburn,WEDR,Wedderburn
CFA,20,Woodstock West,WSTO,Loddon South
CFA,20,Woosang,WSNG,Wedderburn
CFA,20,Wychitella,WTEL,Wedderburn
CFA,20,Wyuna,WYUN,Deakin
CFA,20,Yambuna,YBUN,Deakin
CFA,20,Yando,YAND,Terrick
CFA,20,Yarrawalla,YWAL,Terrick
CFA,22,Almonds,ALMO,Tungamah
CFA,22,Arcadia,ARCA,Cogs
CFA,22,Avenel,AVEN,Tabilk
CFA,22,Bailieston,BAIL,Tabilk
CFA,22,Balmattum,BALM,Violet Town
CFA,22,Boho,BOHO,Violet Town
CFA,22,Branjee,BRAN,Euroa
CFA,22,Bundalong,BUND,Yarrawonga
CFA,22,Burramine,BMIN,Yarrawonga
CFA,22,Caniambo,CANI,Cogs
CFA,22,Cobram,COBR,Tungamah
CFA,22,Cobram East & Boosey,BOOS,Tungamah
CFA,22,Cooma,COOM,Cogs
CFA,22,Cosgrove & Pine Lodge,COSG,Cogs
CFA,22,Creightons Creek,CCRK,Euroa
CFA,22,Dookie,DOOK,Cogs
CFA,22,Currawa,CURR,Cogs
CFA,22,Drumanure,DRUM,Moira West
CFA,22,Earlston,EARL,Violet Town
CFA,22,Euroa,EURO,Euroa
CFA,22,Gooram,GRAM,Euroa
CFA,22,Kaarimba,KAAR,Moira West
CFA,22,Karramomus,KARR,Cogs
CFA,22,Katamatite,KATA,Tungamah
CFA,22,Katandra,KDRA,Cogs
CFA,22,Katunga,KATU,Moira West
CFA,22,Kelvin View,KELV,Euroa
CFA,22,Kialla & District,KIAL,Cogs
CFA,22,Koonda,KOON,Violet Town
CFA,22,Kotupna,KOTU,Moira West
CFA,22,Locksley,LLEY,Euroa
CFA,22,Longwood,LOWD,Euroa
CFA,22,Marraweeny,MARR,Euroa
CFA,22,Merrigum,MGUM,Cogs
CFA,22,Miepoll,MIEP,Euroa
CFA,22,Molka,MOLK,Euroa
CFA,22,Moorilim,MLIM,Cogs
CFA,22,Muckatah,MUCK,Tungamah
CFA,22,Mooroopna,MPNA,Cogs
CFA,22,Murchison,MURC,Cogs
CFA,22,Nagambie,NAGU,Tabilk
CFA,22,Naring,NRNG,Moira West
CFA,22,Nathalia,NATH,Moira West
CFA,22,Nw Mooroopna,NWMO,Cogs
CFA,22,Peechelba,PECH,Yarrawonga
CFA,22,Numurkah,NKAH,Moira West
CFA,22,Picola,PICO,Moira West
CFA,22,Rigg's Creek,RIGG,Euroa
CFA,22,Ruffy,RUFF,Euroa
CFA,22,St James & District,SJAM,Tungamah
CFA,22,Shean's Creek,SHEK,Euroa
CFA,22,Shepparton,SHEP,Cogs
CFA,22,Tallygaroopna,TGNA,Cogs
CFA,22,Strathbogie,SBOG,Euroa
CFA,22,Strathmerton,STRN,Moira West
CFA,22,Tatura,TATU,Cogs
CFA,22,Toolamba,TOBA,Cogs
CFA,22,Tungamah,TUNG,Tungamah
CFA,22,Undera,UNDE,Cogs
CFA,22,Upton Hill,UPTO,Euroa
CFA,22,Violet Town,VTWN,Violet Town
CFA,22,Waaia,WAAI,Moira West
CFA,22,Wahring,WAHR,Tabilk
CFA,22,Wilby,WILB,Yarrawonga
CFA,22,Wirrate,WIRR,Tabilk
CFA,22,Yabba North,YABN,Tungamah
CFA,22,Yalca & Yielima,YALC,Moira West
CFA,22,Yarrawonga,YWOU,Yarrawonga
CFA,22,Yarroweyah,YYAH,Moira West
CFA,22,Shepparton East,SEST,Cogs
CFA,22,Wunghnu,WHNU,Moira West
CFA,22,Barmah,BARM,Moira West
CFA,23,Barjarg,BARJ,Mansfield
CFA,23,Benalla,BENU,Benalla
CFA,23,Bobinawarrah,BOBI,Moyhu
CFA,23,Bonnie Doon,BONN,Mansfield
CFA,23,Boorhaman,BMAN,Wangaratta
CFA,23,Booroolite & District,BDIS,Mansfield
CFA,23,Boweya,BOYA,Benalla
CFA,23,Bowman-Murmungee,BOWM,Wangaratta
CFA,23,Bowser,BOWS,Wangaratta
CFA,23,Carboor,CBOR,Moyhu
CFA,23,Cheshunt,CHNT,Moyhu
CFA,23,Chesney Vale,CHES,Benalla
CFA,23,Devenish,DEVE,Benalla
CFA,23,Edi,EDII,Moyhu
CFA,23,Eldorado,ELDO,Wangaratta
CFA,23,Everton,EVER,Wangaratta
CFA,23,Glenrowan,GRWN,Wangaratta
CFA,23,Glenroy & Merrijig,GMER,Mansfield
CFA,23,Goomalibee & Upotipotpon,GOUP,Benalla
CFA,23,Goorambat Stewarton,GBST,Benalla
CFA,23,Greta,GRET,Wangaratta
CFA,23,Goughs Bay - Howes Creek,GBAY,Mansfield
CFA,23,Jamieson,JAMI,Mansfield
CFA,23,Killawarra,KWRA,Wangaratta
CFA,23,Laceby West,LACE,Wangaratta
CFA,23,Lima South,LIMA,Benalla
CFA,23,Lurg,LURG,Benalla
CFA,23,Maindample,MPLE,Mansfield
CFA,23,Mansfield,MANU,Mansfield
CFA,23,Merton,MERT,Mansfield
CFA,23,Milawa,MILW,Moyhu
CFA,23,Molyullah,MOLY,Benalla
CFA,23,Moyhu,MOYH,Moyhu
CFA,23,Mt Buller,MBUL,Mansfield
CFA,23,Myrrhee,MYRH,Moyhu
CFA,23,Oxley,OXLE,Wangaratta
CFA,23,Oxley Flats,OXFT,Wangaratta
CFA,23,Samaria,SAMA,Benalla
CFA,23,South Wangaratta,SRAT,Wangaratta
CFA,23,Springhurst,SHRT,Wangaratta
CFA,23,Swanpool,SPOL,Benalla
CFA,23,Taminick & North Winton,TANW,Benalla
CFA,23,Tarrawingee & District,TADI,Wangaratta
CFA,23,Tatong,TATO,Benalla
CFA,23,Thoona,THNA,Benalla
CFA,23,Tolmie & District,TOLM,Mansfield
CFA,23,Wangaratta,WRAT,Wangaratta
CFA,23,Wangaratta North,WNTH,Wangaratta
CFA,23,Warrenbayne,WBYN,Benalla
CFA,23,Whitegate,WGAT,Benalla
CFA,23,Whitfield & District,WDIS,Moyhu
CFA,23,Whorouly,WHOR,Moyhu
CFA,23,Winton,WINT,Benalla
CFA,23,Woods Point,WPNT,Mansfield
CFA,23,Baddaginnie,BADD,Benalla
CFA,24,Allans Flat,AFLT,Bogong
CFA,24,Baranduda,BDUD,Wodonga
CFA,24,Barnawartha,BAWA,Rutherglen
CFA,24,Beechworth,BECU,Bogong
CFA,24,Beechworth,BECU,Bogong
CFA,24,Berringama,BGAM,Corryong
CFA,24,Bethanga,BETH,Tallangatta
CFA,24,Biggara,BIGG,Corryong
CFA,24,Bonegilla,BONA,Wodonga
CFA,24,Bright,BRIG,Ovens Valley
CFA,24,Browns Plains,BPLN,Rutherglen
CFA,24,Buffalo River,BUFR,Ovens Valley
CFA,24,Bullioh,BIOH,Tallangatta
CFA,24,Burrowye,BWYE,Corryong
CFA,24,Carlyle,CYLE,Rutherglen
CFA,24,Chiltern,CHIU,Rutherglen
CFA,24,Cornishtown,CORT,Rutherglen
CFA,24,Corryong,CONU,Corryong
CFA,24,Cudgewa,CUWA,Corryong
CFA,24,Dederang,DEDE,Bogong
CFA,24,Eskdale,ESKD,Tallangatta
CFA,24,Gapsted,GAPS,Ovens Valley
CFA,24,Granya,GYRA,Tallangatta
CFA,24,Gundowring,GUND,Bogong
CFA,24,Harrietville,HARV,Ovens Valley
CFA,24,Indigo Valley,INDI,Rutherglen
CFA,24,Kergunyah,KERG,Bogong
CFA,24,Kiewa,KIEW,Bogong
CFA,24,Leneva,LEVA,Wodonga
CFA,24,Mitta Mitta,MITT,Tallangatta
CFA,24,Mt Beauty,MBTY,Bogong
CFA,24,Mt Hotham - Dinner Plain,MHDP,Ovens Valley
CFA,24,Mudgegonga,MUDG,Ovens Valley
CFA,24,Myrtleford,MYRU,Ovens Valley
CFA,24,Nariel Valley,NARI,Corryong
CFA,24,Noorongong,NONG,Tallangatta
CFA,24,Norong,NORO,Rutherglen
CFA,24,Old Tallangatta,TALR,Tallangatta
CFA,24,Porepunkah,PORE,Ovens Valley
CFA,24,Rosewhite,RWHT,Ovens Valley
CFA,24,Rutherglen,RUTR,Rutherglen
CFA,24,Sandy Creek & Charleroi,SCRK,Bogong
CFA,24,Talgarno,TALG,Tallangatta
CFA,24,Tallangatta,TALU,Tallangatta
CFA,24,Tallangatta Valley,TVLY,Tallangatta
CFA,24,Tawonga,TAWO,Bogong
CFA,24,Tintaldra,TINT,Corryong
CFA,24,Wahgunyah,WAHG,Rutherglen
CFA,24,Walwa,WALW,Corryong
CFA,24,Wodonga,WODO,Wodonga
CFA,24,Wodonga West,WWST,Wodonga
CFA,24,Wooragee,WGEE,Bogong
CFA,24,Yackandandah,YACR,Bogong
CFA,24,Dartmouth,DMTH,Tallangatta
CFA,24,Ovens-Eurobin,OEUR,Ovens Valley
CFA,24,Stanley,SLEY,Bogong
CFA,24,Falls Creek,FCRK,Bogong
CFA,27,Boolarra,BOOL,Merton
CFA,27,Callignee,CNEE,Hyland
CFA,27,Driffield,DRIF,Merton
CFA,27,Flynn,FLNN,Hyland
CFA,27,Glengarry,GGRY,Hyland
CFA,27,Moe,MOEE,Merton
CFA,27,Newborough,NEWB,Merton
CFA,27,Maryvale,MVAL,Hyland
CFA,27,Morwell,MORW,Merton
CFA,27,Hazelwood North,HWOD,Merton
CFA,27,Yallourn North,YALN,Merton
CFA,27,Tanjil,TANJ,Merton
CFA,27,Moe South,MSTH,Merton
CFA,27,Toongabbie,TBIE,Hyland
CFA,27,Traralgon,TRAR,Hyland
CFA,27,Traralgon South,TRAS,Hyland
CFA,27,Traralgon East,TRAE,Hyland
CFA,27,Traralgon West,TRAW,Hyland
CFA,27,Tyers,TYER,Hyland
CFA,27,Yinnar,YINN,Merton
CFA,27,Yinnar South,YINS,Merton
CFA,27,Churchill,CHUR,Merton
FRV,Central,City,FS01,,
FRV,Central,East Melbourne,FS02,,
FRV,Central,Carlton,FS03,,
FRV,Central,Brunswick,FS04,,
FRV,Northern,Broadmeadows,FS05,,
FRV,Northern,Pascoe Vale,FS06,,
FRV,Northern,Thomastown,FS07,,
FRV,Northern,Somerton,FS09,,
FRV,Central,Richmond,FS10,,
FRV,Northern,Epping,FS11,,
FRV,Northern,Preston,FS12,,
FRV,Central,Northcote,FS13,,
FRV,Northern,Bundoora,FS14,,
FRV,Northern,Heidelberg,FS15,,
FRV,Northern,Greensborough,FS16,,
FRV,Central,Hawthorn,FS18,,
FRV,Eastern,North Balwyn,FS19,,
FRV,Eastern,Box Hill,FS20,,
FRV,Eastern,Ringwood,FS22,,
FRV,Eastern,Burwood,FS23,,
FRV,Southern,Glen Iris,FS24,,
FRV,Southern,Oakleigh,FS25,,
FRV,Eastern,Croydon,FS26,,
FRV,Eastern,Nunawading,FS27,,
FRV,Eastern,Vermont South,FS28,,
FRV,Southern,Clayton,FS29,,
FRV,Eastern,Templestowe,FS30,,
FRV,Southern,Glen Waverley,FS31,,
FRV,Southern,Ormond,FS32,,
FRV,Southern,Mentone,FS33,,
FRV,Southern,Highett,FS34,,
FRV,Central,Windsor,FS35,,
FRV,Central,South Melbourne,FS38,,
FRV,Central,Port Melbourne,FS39,,
FRV,Western,Laverton,FS40,,
FRV,Western,St Albans,FS41,,
FRV,Western,Newport,FS42,,
FRV,Western,Deer Park,FS43,,
FRV,Western,Sunshine,FS44,,
FRV,Western,Brooklyn,FS45,,
FRV,Western,Altona,FS46,,
FRV,Western,Footscray,FS47,,
FRV,Western,Taylors Lakes,FS48,,
FRV,Central,Ascot Vale,FS50,,
FRV,Western,Keilor,FS51,,
FRV,Western,Tullamarine,FS52,,
FRV,Western,Sunbury,FS53,,
FRV,Western,Greenvale,FS54,,
FRV,Western,Caroline Springs,FS55,,
FRV,Western,Melton,FS56,,
FRV,Western,Tarneit,FS57,,
